exam_sign_up
id;confirmed;returned;suggested_grade;written_score;id_course_exam_term;id_student_course
1875;true;false;9;83;206;1581
1876;true;false;5;36;209;1582
1877;true;false;5;48;210;1582
1878;true;false;7;64;211;1582
1879;true;false;5;4;221;1583
1880;true;false;5;23;222;1583
1881;true;false;7;65;223;1583
1882;true;false;7;63;170;1594
1883;true;false;5;39;152;1595
1884;true;false;7;66;153;1595
1885;true;false;5;38;158;1596
1886;true;false;5;1;159;1596
1887;true;false;6;54;160;1596
1888;true;false;6;58;149;1597
1889;true;false;5;9;155;1598
1890;true;false;9;82;156;1598
1891;true;false;5;27;173;1599
1892;true;false;5;35;174;1599
1893;true;false;9;88;175;1599
1894;true;false;9;87;164;1600
1895;true;false;5;3;146;1601
1896;true;false;6;54;147;1601
1897;true;false;5;45;161;1602
1898;true;false;8;79;162;1602
1899;true;false;5;1;167;1603
1900;true;false;8;74;168;1603
1901;true;false;6;59;230;1604
1902;true;false;5;3;227;1605
1903;true;false;8;75;228;1605
1904;true;false;8;77;218;1606
1905;true;false;7;64;215;1607
1906;true;false;5;19;224;1608
1907;true;false;5;34;225;1608
1908;true;false;6;55;226;1608
1909;true;false;5;31;209;1609
1910;true;false;8;74;210;1609
1911;true;false;7;66;277;1610
1912;true;false;9;80;212;1611
1913;true;false;5;8;206;1612
1914;true;false;9;89;207;1612
1915;true;false;8;75;221;1613
1916;true;false;7;67;164;1624
1917;true;false;5;2;170;1625
1918;true;false;8;70;171;1625
1919;true;false;9;88;146;1626
1920;true;false;5;29;152;1627
1921;true;false;5;32;153;1627
1922;true;false;9;86;154;1627
1923;true;false;5;31;155;1628
1924;true;false;5;26;156;1628
1925;true;false;8;73;157;1628
1926;true;false;7;66;149;1629
1927;true;false;5;13;161;1630
1928;true;false;9;84;162;1630
1929;true;false;5;1;167;1631
1930;true;false;6;57;168;1631
1931;true;false;8;72;173;1632
1932;true;false;5;20;158;1633
1933;true;false;5;19;159;1633
1934;true;false;8;73;160;1633
1935;true;false;5;24;218;1634
1936;true;false;9;82;219;1634
1937;true;false;9;81;209;1635
1938;true;false;8;76;206;1636
1939;true;false;5;3;212;1637
1940;true;false;5;21;213;1637
1941;true;false;8;71;214;1637
1942;true;false;5;19;221;1638
1943;true;false;5;39;222;1638
1944;true;false;9;83;223;1638
1945;true;false;7;69;277;1639
1946;true;false;5;37;227;1640
1947;true;false;5;6;228;1640
1948;true;false;8;75;229;1640
1949;true;false;5;27;224;1641
1950;true;false;9;81;225;1641
1951;true;false;5;25;230;1642
1952;true;false;7;61;231;1642
1953;true;false;5;35;215;1643
1954;true;false;8;77;216;1643
1955;true;false;5;27;146;1654
1956;true;false;5;19;147;1654
1957;true;false;6;59;148;1654
1958;true;false;9;82;164;1655
1959;true;false;5;43;167;1656
1960;true;false;5;7;168;1656
1961;true;false;6;53;169;1656
1962;true;false;5;34;158;1657
1963;true;false;6;51;159;1657
1964;true;false;5;46;173;1658
1965;true;false;5;42;174;1658
1966;true;false;8;75;175;1658
1967;true;false;5;33;170;1659
1968;true;false;7;69;171;1659
1969;true;false;7;62;149;1660
1970;true;false;5;0;152;1661
1971;true;false;7;66;153;1661
1972;true;false;5;38;161;1662
1973;true;false;9;85;162;1662
1974;true;false;5;20;155;1663
1975;true;false;5;0;156;1663
1976;true;false;7;67;157;1663
1977;true;false;9;86;218;1664
1978;true;false;9;89;212;1665
1979;true;false;5;37;221;1666
1980;true;false;8;76;222;1666
1981;true;false;5;30;209;1667
1982;true;false;5;0;210;1667
1983;true;false;6;51;211;1667
1984;true;false;5;29;233;1668
1985;true;false;5;37;234;1668
1986;true;false;6;51;235;1668
1987;true;false;9;88;227;1669
1988;true;false;5;43;230;1670
1989;true;false;7;68;231;1670
1990;true;false;9;86;206;1671
1991;true;false;5;20;224;1672
1992;true;false;5;28;225;1672
1993;true;false;7;65;226;1672
1994;true;false;5;3;215;1673
1995;true;false;5;30;216;1673
1996;true;false;6;54;217;1673
1997;true;false;6;59;155;1684
1998;true;false;5;7;152;1685
1999;true;false;9;83;153;1685
2000;true;false;5;41;164;1686
2001;true;false;8;76;165;1686
2002;true;false;9;88;158;1687
2003;true;false;5;36;170;1688
2004;true;false;9;82;171;1688
2005;true;false;5;34;161;1689
2006;true;false;8;70;162;1689
2007;true;false;5;18;173;1690
2008;true;false;7;63;174;1690
2009;true;false;5;47;149;1691
2010;true;false;9;88;150;1691
2011;true;false;5;7;146;1692
2012;true;false;9;85;147;1692
2013;true;false;5;8;167;1693
2014;true;false;7;63;168;1693
2015;true;false;9;80;224;1694
2016;true;false;6;50;233;1695
2017;true;false;5;22;218;1696
2018;true;false;5;8;219;1696
2019;true;false;7;69;220;1696
2020;true;false;5;42;209;1697
2021;true;false;5;13;210;1697
2022;true;false;7;62;211;1697
2023;true;false;6;51;221;1698
2024;true;false;9;87;215;1699
2025;true;false;5;4;230;1700
2026;true;false;8;71;231;1700
2027;true;false;5;40;206;1701
2028;true;false;5;8;207;1701
2029;true;false;6;54;208;1701
2030;true;false;8;75;212;1702
2031;true;false;5;3;227;1703
2032;true;false;7;69;228;1703
2033;true;false;9;85;152;1714
2034;true;false;5;31;164;1715
2035;true;false;9;80;165;1715
2036;true;false;5;2;167;1716
2037;true;false;9;89;168;1716
2038;true;false;5;46;170;1717
2039;true;false;5;31;171;1717
2040;true;false;9;80;172;1717
2041;true;false;5;7;173;1718
2042;true;false;5;4;174;1718
2043;true;false;9;84;175;1718
2044;true;false;9;80;149;1719
2045;true;false;9;83;161;1720
2046;true;false;5;4;158;1721
2047;true;false;9;83;159;1721
2048;true;false;5;42;155;1722
2049;true;false;5;8;156;1722
2050;true;false;9;82;157;1722
2051;true;false;5;41;146;1723
2052;true;false;5;10;147;1723
2053;true;false;9;83;148;1723
2054;true;false;9;84;218;1724
2055;true;false;9;84;233;1725
2056;true;false;5;8;206;1726
2057;true;false;5;32;207;1726
2058;true;false;9;87;208;1726
2059;true;false;9;85;215;1727
2060;true;false;5;8;212;1728
2061;true;false;9;80;213;1728
2062;true;false;5;46;224;1729
2063;true;false;9;88;225;1729
2064;true;false;5;0;221;1730
2065;true;false;9;80;222;1730
2066;true;false;5;45;227;1731
2067;true;false;5;47;228;1731
2068;true;false;9;82;229;1731
2069;true;false;5;15;209;1732
2070;true;false;9;85;210;1732
2071;true;false;9;87;277;1733
2072;true;false;6;58;167;1744
2073;true;false;5;31;161;1745
2074;true;false;9;85;162;1745
2075;true;false;9;84;173;1746
2076;true;false;5;27;152;1747
2077;true;false;5;21;153;1747
2078;true;false;7;69;154;1747
2079;true;false;5;42;146;1748
2080;true;false;5;38;147;1748
2081;true;false;8;77;148;1748
2082;true;false;5;7;158;1749
2083;true;false;5;10;159;1749
2084;true;false;9;87;160;1749
2085;true;false;7;69;170;1750
2086;true;false;7;60;149;1751
2087;true;false;5;40;164;1752
2088;true;false;7;60;165;1752
2089;true;false;7;64;155;1753
2090;true;false;5;9;221;1754
2091;true;false;9;81;222;1754
2092;true;false;5;32;230;1755
2093;true;false;6;54;231;1755
2094;true;false;8;72;206;1756
2095;true;false;5;20;209;1757
2096;true;false;5;5;210;1757
2097;true;false;9;88;211;1757
2098;true;false;5;19;227;1758
2099;true;false;9;82;228;1758
2100;true;false;5;6;224;1759
2101;true;false;7;64;225;1759
2102;true;false;5;36;215;1760
2103;true;false;8;79;216;1760
2104;true;false;7;67;277;1761
2105;true;false;5;46;218;1762
2106;true;false;5;39;219;1762
2107;true;false;9;84;220;1762
2108;true;false;5;19;212;1763
2109;true;false;6;57;213;1763
2110;true;false;8;77;167;1774
2111;true;false;5;4;173;1775
2112;true;false;5;25;174;1775
2113;true;false;7;63;175;1775
2114;true;false;5;37;152;1776
2115;true;false;5;34;153;1776
2116;true;false;7;63;154;1776
2117;true;false;5;40;170;1777
2118;true;false;7;62;171;1777
2119;true;false;5;10;149;1778
2120;true;false;5;25;150;1778
2121;true;false;6;51;151;1778
2122;true;false;5;6;164;1779
2123;true;false;9;86;165;1779
2124;true;false;7;64;146;1780
2125;true;false;5;26;155;1781
2126;true;false;6;53;156;1781
2127;true;false;5;30;161;1782
2128;true;false;5;20;162;1782
2129;true;false;7;66;163;1782
2130;true;false;5;10;158;1783
2131;true;false;6;50;159;1783
2132;true;false;5;17;218;1784
2133;true;false;5;13;219;1784
2134;true;false;7;61;220;1784
2135;true;false;5;22;206;1785
2136;true;false;6;58;207;1785
2137;true;false;5;6;209;1786
2138;true;false;8;79;210;1786
2139;true;false;9;83;277;1787
2140;true;false;5;30;212;1788
2141;true;false;5;45;213;1788
2142;true;false;6;51;214;1788
2143;true;false;5;3;221;1789
2144;true;false;5;27;222;1789
2145;true;false;7;68;223;1789
2146;true;false;7;61;215;1790
2147;true;false;5;22;227;1791
2148;true;false;9;85;228;1791
2149;true;false;5;11;230;1792
2150;true;false;6;58;231;1792
2151;true;false;5;25;224;1793
2152;true;false;7;66;225;1793
2153;true;false;7;67;149;1804
2154;true;false;7;69;170;1805
2155;true;false;5;5;164;1806
2156;true;false;5;38;165;1806
2157;true;false;9;85;166;1806
2158;true;false;5;18;158;1807
2159;true;false;5;14;159;1807
2160;true;false;6;56;160;1807
2161;true;false;7;63;146;1808
2162;true;false;5;34;161;1809
2163;true;false;5;45;162;1809
2164;true;false;7;66;163;1809
2165;true;false;9;89;152;1810
2166;true;false;5;45;155;1811
2167;true;false;9;84;156;1811
2168;true;false;5;8;167;1812
2169;true;false;7;63;168;1812
2170;true;false;5;19;173;1813
2171;true;false;5;4;174;1813
2172;true;false;9;84;175;1813
2173;true;false;5;42;206;1814
2174;true;false;5;2;207;1814
2175;true;false;7;68;208;1814
2176;true;false;5;4;221;1815
2177;true;false;5;16;222;1815
2178;true;false;7;69;223;1815
2179;true;false;5;46;218;1816
2180;true;false;9;89;219;1816
2181;true;false;5;33;224;1817
2182;true;false;5;19;225;1817
2183;true;false;7;69;226;1817
2184;true;false;8;75;233;1818
2185;true;false;5;10;215;1819
2186;true;false;5;16;216;1819
2187;true;false;6;52;217;1819
2188;true;false;8;70;209;1820
2189;true;false;8;72;212;1821
2190;true;false;8;76;230;1822
2191;true;false;5;14;227;1823
2192;true;false;7;68;228;1823
2193;true;false;5;38;155;1834
2194;true;false;5;4;156;1834
2195;true;false;6;55;157;1834
2196;true;false;5;23;152;1835
2197;true;false;8;75;153;1835
2198;true;false;5;42;173;1836
2199;true;false;5;27;174;1836
2200;true;false;6;55;175;1836
2201;true;false;5;2;158;1837
2202;true;false;9;89;159;1837
2203;true;false;9;89;149;1838
2204;true;false;5;2;167;1839
2205;true;false;7;60;168;1839
2206;true;false;8;76;161;1840
2207;true;false;7;64;170;1841
2208;true;false;5;19;164;1842
2209;true;false;5;24;165;1842
2210;true;false;8;72;166;1842
2211;true;false;5;0;146;1843
2212;true;false;5;29;147;1843
2213;true;false;6;54;148;1843
2214;true;false;6;51;209;1844
2215;true;false;5;24;218;1845
2216;true;false;9;84;219;1845
2217;true;false;5;26;230;1846
2218;true;false;9;89;231;1846
2219;true;false;5;11;224;1847
2220;true;false;5;23;225;1847
2221;true;false;9;82;226;1847
2222;true;false;5;27;206;1848
2223;true;false;7;67;207;1848
2224;true;false;6;51;212;1849
2225;true;false;5;9;215;1850
2226;true;false;5;36;216;1850
2227;true;false;8;79;217;1850
2228;true;false;5;8;221;1851
2229;true;false;9;85;222;1851
2230;true;false;8;75;227;1852
2231;true;false;9;83;277;1853
2232;true;false;5;45;173;1864
2233;true;false;9;86;174;1864
2234;true;false;5;21;170;1865
2235;true;false;5;34;171;1865
2236;true;false;9;81;172;1865
2237;true;false;5;2;167;1866
2238;true;false;5;9;168;1866
2239;true;false;8;72;169;1866
2240;true;false;9;83;152;1867
2241;true;false;5;48;155;1868
2242;true;false;5;4;156;1868
2243;true;false;8;71;157;1868
2244;true;false;6;55;149;1869
2245;true;false;5;29;146;1870
2246;true;false;5;30;147;1870
2247;true;false;8;76;148;1870
2248;true;false;5;43;161;1871
2249;true;false;8;79;162;1871
2250;true;false;5;31;164;1872
2251;true;false;5;0;165;1872
2252;true;false;7;61;166;1872
2253;true;false;9;89;158;1873
2254;true;false;5;27;233;1874
2255;true;false;8;74;234;1874
2256;true;false;7;69;224;1875
2257;true;false;5;41;212;1876
2258;true;false;9;84;213;1876
2259;true;false;9;80;206;1877
2260;true;false;7;61;215;1878
2261;true;false;7;61;227;1879
2262;true;false;5;39;218;1880
2263;true;false;5;2;219;1880
2264;true;false;9;87;220;1880
2265;true;false;5;28;230;1881
2266;true;false;6;52;231;1881
2267;true;false;5;27;209;1882
2268;true;false;9;83;210;1882
2269;true;false;9;84;221;1883
2270;true;false;5;30;167;1894
2271;true;false;5;20;168;1894
2272;true;false;7;61;169;1894
2273;true;false;7;64;152;1895
2274;true;false;7;69;149;1896
2275;true;false;6;51;146;1897
2276;true;false;6;59;164;1898
2277;true;false;5;35;170;1899
2278;true;false;9;80;171;1899
2279;true;false;5;10;155;1900
2280;true;false;8;73;156;1900
2281;true;false;5;32;161;1901
2282;true;false;6;55;162;1901
2283;true;false;8;73;158;1902
2284;true;false;5;13;173;1903
2285;true;false;7;61;174;1903
2286;true;false;5;42;227;1904
2287;true;false;6;59;228;1904
2288;true;false;5;31;215;1905
2289;true;false;8;79;216;1905
2290;true;false;5;43;224;1906
2291;true;false;8;72;225;1906
2292;true;false;9;87;218;1907
2293;true;false;7;62;277;1908
2294;true;false;6;57;212;1909
2295;true;false;8;70;221;1910
2296;true;false;5;37;209;1911
2297;true;false;5;14;210;1911
2298;true;false;7;62;211;1911
2299;true;false;5;9;206;1912
2300;true;false;8;73;207;1912
2301;true;false;5;31;230;1913
2302;true;false;6;57;231;1913
2303;true;false;5;19;164;1924
2304;true;false;5;15;165;1924
2305;true;false;8;70;166;1924
2306;true;false;6;52;170;1925
2307;true;false;5;35;152;1926
2308;true;false;5;8;153;1926
2309;true;false;6;57;154;1926
2310;true;false;5;29;146;1927
2311;true;false;6;57;147;1927
2312;true;false;5;13;173;1928
2313;true;false;9;83;174;1928
2314;true;false;7;69;161;1929
2315;true;false;5;41;155;1930
2316;true;false;5;31;156;1930
2317;true;false;8;75;157;1930
2318;true;false;5;2;158;1931
2319;true;false;5;3;159;1931
2320;true;false;7;66;160;1931
2321;true;false;5;21;149;1932
2322;true;false;6;58;150;1932
2323;true;false;9;80;167;1933
2324;true;false;5;24;209;1934
2325;true;false;5;2;210;1934
2326;true;false;6;55;211;1934
2327;true;false;8;75;277;1935
2328;true;false;5;44;230;1936
2329;true;false;8;76;231;1936
2330;true;false;7;60;212;1937
2331;true;false;5;41;218;1938
2332;true;false;5;37;219;1938
2333;true;false;8;76;220;1938
2334;true;false;7;67;224;1939
2335;true;false;5;17;221;1940
2336;true;false;7;61;222;1940
2337;true;false;5;6;215;1941
2338;true;false;5;22;216;1941
2339;true;false;8;77;217;1941
2340;true;false;5;8;227;1942
2341;true;false;6;54;228;1942
2342;true;false;5;46;206;1943
2343;true;false;8;78;207;1943
2344;true;false;5;47;164;1954
2345;true;false;9;85;165;1954
2346;true;false;5;23;149;1955
2347;true;false;5;14;150;1955
2348;true;false;6;52;151;1955
2349;true;false;5;2;158;1956
2350;true;false;8;70;159;1956
2351;true;false;6;57;167;1957
2352;true;false;6;57;146;1958
2353;true;false;7;68;173;1959
2354;true;false;9;80;170;1960
2355;true;false;5;44;155;1961
2356;true;false;6;50;156;1961
2357;true;false;5;47;152;1962
2358;true;false;5;31;153;1962
2359;true;false;7;60;154;1962
2360;true;false;8;75;161;1963
2361;true;false;5;44;233;1964
2362;true;false;7;63;234;1964
2363;true;false;5;43;224;1965
2364;true;false;9;89;225;1965
2365;true;false;7;62;277;1966
2366;true;false;5;12;206;1967
2367;true;false;5;8;207;1967
2368;true;false;8;70;208;1967
2369;true;false;6;53;212;1968
2370;true;false;5;11;221;1969
2371;true;false;5;17;222;1969
2372;true;false;8;74;223;1969
2373;true;false;9;81;218;1970
2374;true;false;5;14;215;1971
2375;true;false;5;48;216;1971
2376;true;false;7;60;217;1971
2377;true;false;5;26;209;1972
2378;true;false;8;79;210;1972
2379;true;false;5;13;227;1973
2380;true;false;8;76;228;1973
2381;true;false;5;21;173;1984
2382;true;false;5;11;174;1984
2383;true;false;7;62;175;1984
2384;true;false;5;11;158;1985
2385;true;false;9;85;159;1985
2386;true;false;5;23;155;1986
2387;true;false;5;48;156;1986
2388;true;false;9;83;157;1986
2389;true;false;8;74;146;1987
2390;true;false;9;85;164;1988
2391;true;false;5;7;149;1989
2392;true;false;5;4;150;1989
2393;true;false;9;80;151;1989
2394;true;false;5;22;161;1990
2395;true;false;8;75;162;1990
2396;true;false;5;37;152;1991
2397;true;false;8;79;153;1991
2398;true;false;5;39;170;1992
2399;true;false;5;27;171;1992
2400;true;false;9;84;172;1992
2401;true;false;5;28;167;1993
2402;true;false;5;10;168;1993
2403;true;false;8;77;169;1993
2404;true;false;5;24;209;1994
2405;true;false;9;89;210;1994
2406;true;false;5;24;206;1995
2407;true;false;6;52;207;1995
2408;true;false;5;43;230;1996
2409;true;false;5;15;231;1996
2410;true;false;8;79;232;1996
2411;true;false;5;12;221;1997
2412;true;false;5;36;222;1997
2413;true;false;9;83;223;1997
2414;true;false;5;1;215;1998
2415;true;false;5;38;216;1998
2416;true;false;8;71;217;1998
2417;true;false;7;64;227;1999
2418;true;false;6;51;277;2000
2419;true;false;5;18;224;2001
2420;true;false;9;82;225;2001
2421;true;false;5;11;218;2002
2422;true;false;8;72;219;2002
2423;true;false;5;27;212;2003
2424;true;false;5;15;213;2003
2425;true;false;6;57;214;2003
2426;true;false;5;28;164;2014
2427;true;false;9;80;165;2014
2428;true;false;6;56;167;2015
2429;true;false;8;79;149;2016
2430;true;false;6;54;155;2017
2431;true;false;5;22;161;2018
2432;true;false;6;57;162;2018
2433;true;false;5;42;152;2019
2434;true;false;8;72;153;2019
2435;true;false;9;88;173;2020
2436;true;false;6;55;146;2021
2437;true;false;5;20;170;2022
2438;true;false;7;63;171;2022
2439;true;false;5;40;158;2023
2440;true;false;6;57;159;2023
2441;true;false;7;68;277;2024
2442;true;false;5;43;206;2025
2443;true;false;8;72;207;2025
2444;true;false;8;77;209;2026
2445;true;false;5;18;212;2027
2446;true;false;5;26;213;2027
2447;true;false;6;58;214;2027
2448;true;false;6;50;215;2028
2449;true;false;6;56;233;2029
2450;true;false;5;43;224;2030
2451;true;false;5;25;225;2030
2452;true;false;8;77;226;2030
2453;true;false;5;0;227;2031
2454;true;false;9;85;228;2031
2455;true;false;5;37;218;2032
2456;true;false;5;39;219;2032
2457;true;false;9;87;220;2032
2458;true;false;5;31;221;2033
2459;true;false;8;74;222;2033
2460;true;false;5;21;170;2044
2461;true;false;7;68;171;2044
2462;true;false;9;81;149;2045
2463;true;false;5;33;155;2046
2464;true;false;5;27;156;2046
2465;true;false;7;66;157;2046
2466;true;false;5;42;146;2047
2467;true;false;6;53;147;2047
2468;true;false;5;23;158;2048
2469;true;false;5;28;159;2048
2470;true;false;9;83;160;2048
2471;true;false;5;12;161;2049
2472;true;false;5;16;162;2049
2473;true;false;9;88;163;2049
2474;true;false;5;21;167;2050
2475;true;false;5;39;168;2050
2476;true;false;7;64;169;2050
2477;true;false;5;37;152;2051
2478;true;false;6;54;153;2051
2479;true;false;5;21;173;2052
2480;true;false;5;42;174;2052
2481;true;false;8;70;175;2052
2482;true;false;5;21;164;2053
2483;true;false;5;42;165;2053
2484;true;false;9;81;166;2053
2485;true;false;5;43;224;2054
2486;true;false;8;71;225;2054
2487;true;false;5;3;209;2055
2488;true;false;5;39;210;2055
2489;true;false;8;75;211;2055
2490;true;false;5;44;215;2056
2491;true;false;5;26;216;2056
2492;true;false;7;69;217;2056
2493;true;false;5;25;206;2057
2494;true;false;5;29;207;2057
2495;true;false;9;88;208;2057
2496;true;false;5;18;233;2058
2497;true;false;5;7;234;2058
2498;true;false;6;51;235;2058
2499;true;false;5;43;212;2059
2500;true;false;9;89;213;2059
2501;true;false;5;17;221;2060
2502;true;false;5;27;222;2060
2503;true;false;6;52;223;2060
2504;true;false;5;44;218;2061
2505;true;false;5;6;219;2061
2506;true;false;6;57;220;2061
2507;true;false;7;68;277;2062
2508;true;false;5;38;227;2063
2509;true;false;8;77;228;2063
2510;true;false;9;81;167;2074
2511;true;false;9;82;170;2075
2512;true;false;5;0;158;2076
2513;true;false;5;40;159;2076
2514;true;false;9;88;160;2076
2515;true;false;5;42;152;2077
2516;true;false;9;82;153;2077
2517;true;false;5;40;164;2078
2518;true;false;9;80;165;2078
2519;true;false;5;1;146;2079
2520;true;false;9;89;147;2079
2521;true;false;5;31;161;2080
2522;true;false;5;25;162;2080
2523;true;false;9;84;163;2080
2524;true;false;5;29;155;2081
2525;true;false;5;32;156;2081
2526;true;false;9;88;157;2081
2527;true;false;5;26;173;2082
2528;true;false;5;11;174;2082
2529;true;false;9;82;175;2082
2530;true;false;9;84;149;2083
2531;true;false;5;43;209;2084
2532;true;false;9;80;210;2084
2533;true;false;5;23;224;2085
2534;true;false;5;27;225;2085
2535;true;false;9;85;226;2085
2536;true;false;5;4;218;2086
2537;true;false;5;3;219;2086
2538;true;false;9;88;220;2086
2539;true;false;9;83;233;2087
2540;true;false;5;17;206;2088
2541;true;false;5;44;207;2088
2542;true;false;9;86;208;2088
2543;true;false;5;1;215;2089
2544;true;false;9;89;216;2089
2545;true;false;9;84;212;2090
2546;true;false;5;0;227;2091
2547;true;false;9;80;228;2091
2548;true;false;5;23;221;2092
2549;true;false;5;18;222;2092
2550;true;false;9;87;223;2092
2551;true;false;5;48;230;2093
2552;true;false;9;87;231;2093
2553;true;false;5;1;173;2104
2554;true;false;5;26;174;2104
2555;true;false;9;85;175;2104
2556;true;false;6;50;146;2105
2557;true;false;5;13;149;2106
2558;true;false;5;19;150;2106
2559;true;false;8;75;151;2106
2560;true;false;7;67;164;2107
2561;true;false;5;10;170;2108
2562;true;false;8;70;171;2108
2563;true;false;5;9;161;2109
2564;true;false;6;55;162;2109
2565;true;false;5;42;167;2110
2566;true;false;8;71;168;2110
2567;true;false;9;83;155;2111
2568;true;false;5;17;152;2112
2569;true;false;5;31;153;2112
2570;true;false;8;77;154;2112
2571;true;false;6;57;158;2113
2572;true;false;5;33;215;2114
2573;true;false;5;43;216;2114
2574;true;false;7;65;217;2114
2575;true;false;8;79;206;2115
2576;true;false;5;26;221;2116
2577;true;false;9;82;222;2116
2578;true;false;7;65;212;2117
2579;true;false;5;25;209;2118
2580;true;false;5;36;210;2118
2581;true;false;9;87;211;2118
2582;true;false;5;30;224;2119
2583;true;false;5;43;225;2119
2584;true;false;7;66;226;2119
2585;true;false;9;82;277;2120
2586;true;false;5;1;233;2121
2587;true;false;5;43;234;2121
2588;true;false;8;77;235;2121
2589;true;false;7;65;227;2122
2590;true;false;5;23;218;2123
2591;true;false;9;86;219;2123
2592;true;false;5;27;167;2134
2593;true;false;5;14;168;2134
2594;true;false;7;69;169;2134
2595;true;false;5;6;161;2135
2596;true;false;5;14;162;2135
2597;true;false;8;72;163;2135
2598;true;false;5;33;173;2136
2599;true;false;7;63;174;2136
2600;true;false;5;26;146;2137
2601;true;false;9;80;147;2137
2602;true;false;5;42;170;2138
2603;true;false;5;38;171;2138
2604;true;false;8;73;172;2138
2605;true;false;7;62;152;2139
2606;true;false;6;56;149;2140
2607;true;false;5;12;158;2141
2608;true;false;7;63;159;2141
2609;true;false;9;86;155;2142
2610;true;false;5;5;164;2143
2611;true;false;7;66;165;2143
2612;true;false;5;22;206;2144
2613;true;false;6;59;207;2144
2614;true;false;5;40;218;2145
2615;true;false;9;83;219;2145
2616;true;false;6;55;209;2146
2617;true;false;5;30;224;2147
2618;true;false;6;54;225;2147
2619;true;false;5;16;233;2148
2620;true;false;6;57;234;2148
2621;true;false;6;56;227;2149
2622;true;false;5;36;221;2150
2623;true;false;9;85;222;2150
2624;true;false;5;26;212;2151
2625;true;false;9;87;213;2151
2626;true;false;7;64;215;2152
2627;true;false;5;39;230;2153
2628;true;false;8;71;231;2153
2629;true;false;5;6;152;2164
2630;true;false;5;12;153;2164
2631;true;false;8;79;154;2164
2632;true;false;6;57;146;2165
2633;true;false;5;23;155;2166
2634;true;false;7;65;156;2166
2635;true;false;5;45;149;2167
2636;true;false;7;64;150;2167
2637;true;false;6;58;158;2168
2638;true;false;5;32;170;2169
2639;true;false;7;68;171;2169
2640;true;false;5;26;173;2170
2641;true;false;7;68;174;2170
2642;true;false;5;12;167;2171
2643;true;false;9;89;168;2171
2644;true;false;5;4;161;2172
2645;true;false;5;19;162;2172
2646;true;false;7;63;163;2172
2647;true;false;5;10;164;2173
2648;true;false;5;22;165;2173
2649;true;false;7;64;166;2173
2650;true;false;6;55;212;2174
2651;true;false;7;67;209;2175
2652;true;false;5;42;218;2176
2653;true;false;7;65;219;2176
2654;true;false;5;3;215;2177
2655;true;false;8;79;216;2177
2656;true;false;5;42;230;2178
2657;true;false;9;80;231;2178
2658;true;false;5;19;224;2179
2659;true;false;7;66;225;2179
2660;true;false;5;27;221;2180
2661;true;false;8;77;222;2180
2662;true;false;5;26;227;2181
2663;true;false;7;69;228;2181
2664;true;false;5;19;206;2182
2665;true;false;5;7;207;2182
2666;true;false;9;86;208;2182
2667;true;false;8;72;277;2183
2668;true;false;6;54;149;2194
2669;true;false;8;71;152;2195
2670;true;false;5;2;161;2196
2671;true;false;5;44;162;2196
2672;true;false;9;82;163;2196
2673;true;false;5;19;158;2197
2674;true;false;9;85;159;2197
2675;true;false;9;82;146;2198
2676;true;false;5;16;164;2199
2677;true;false;5;34;165;2199
2678;true;false;6;59;166;2199
2679;true;false;5;32;155;2200
2680;true;false;5;9;156;2200
2681;true;false;7;69;157;2200
2682;true;false;5;41;167;2201
2683;true;false;6;55;168;2201
2684;true;false;5;8;170;2202
2685;true;false;5;3;171;2202
2686;true;false;6;55;172;2202
2687;true;false;5;43;173;2203
2688;true;false;8;78;174;2203
2689;true;false;8;72;221;2204
2690;true;false;5;45;215;2205
2691;true;false;5;16;216;2205
2692;true;false;7;60;217;2205
2693;true;false;7;68;233;2206
2694;true;false;9;84;218;2207
2695;true;false;5;26;230;2208
2696;true;false;6;56;231;2208
2697;true;false;5;28;227;2209
2698;true;false;5;48;228;2209
2699;true;false;9;85;229;2209
2700;true;false;5;1;209;2210
2701;true;false;5;46;210;2210
2702;true;false;9;84;211;2210
2703;true;false;6;57;224;2211
2704;true;false;5;12;212;2212
2705;true;false;5;35;213;2212
2706;true;false;7;62;214;2212
2707;true;false;6;52;206;2213
2708;true;false;5;16;173;2224
2709;true;false;5;26;174;2224
2710;true;false;6;52;175;2224
2711;true;false;5;24;164;2225
2712;true;false;5;33;165;2225
2713;true;false;8;79;166;2225
2714;true;false;5;13;155;2226
2715;true;false;9;83;156;2226
2716;true;false;5;20;167;2227
2717;true;false;5;0;168;2227
2718;true;false;7;68;169;2227
2719;true;false;8;74;152;2228
2720;true;false;5;23;146;2229
2721;true;false;5;5;147;2229
2722;true;false;8;76;148;2229
2723;true;false;5;28;158;2230
2724;true;false;6;52;159;2230
2725;true;false;5;28;161;2231
2726;true;false;5;22;162;2231
2727;true;false;7;63;163;2231
2728;true;false;7;67;149;2232
2729;true;false;6;51;170;2233
2730;true;false;5;1;209;2234
2731;true;false;5;40;210;2234
2732;true;false;7;65;211;2234
2733;true;false;5;12;227;2235
2734;true;false;5;39;228;2235
2735;true;false;9;85;229;2235
2736;true;false;5;9;233;2236
2737;true;false;9;80;234;2236
2738;true;false;6;53;277;2237
2739;true;false;5;41;224;2238
2740;true;false;7;63;225;2238
2741;true;false;5;47;215;2239
2742;true;false;7;67;216;2239
2743;true;false;5;2;212;2240
2744;true;false;5;20;213;2240
2745;true;false;6;59;214;2240
2746;true;false;7;63;206;2241
